member_id,loan_amount,term,grade,home_ownership,annual_income,verification_status,int_rate,dti,application_type,tot_cur_bal,loan_status
64915929,20000,60,1,3,110000,0,9.99,17.51,1,174946,0
60354198,23000,60,4,3,76800,1,17.86,9.94,1,30182,1
69919170,22400,36,1,3,112000,1,9.99,7.82,1,96113,0
35774475,12000,60,1,3,47000,0,11.67,23.21,1,191967,0
49943474,15000,36,3,3,95000,1,13.99,25.35,1,251205,0
55276319,14000,36,1,3,105000,0,10.99,17.65,1,278245,0
65622564,28000,60,5,2,75299,1,20.99,22.20,1,57400,1
42213334,12500,60,6,1,116000,0,22.99,12.57,1,156123,1
62970012,8000,36,1,2,65000,0,9.99,20.35,1,36502,0
36134878,9000,36,1,1,35000,0,11.44,30.56,1,60217,0
49870502,17000,36,1,3,60000,0,6.92,18.00,1,180553,0
71035071,6000,36,1,3,31000,1,7.89,20.98,1,25563,0
12286792,10000,36,3,2,43000,1,14.47,11.19,1,10946,0
32238551,28000,36,1,3,120000,1,7.69,14.96,1,123439,0
67781987,10000,36,1,3,59712,1,5.32,14.60,1,219571,0
70287883,16000,60,1,2,80000,0,9.76,3.77,1,7629,0
21368882,10000,36,4,3,33000,0,16.99,16.87,1,64686,0
13878817,9950,36,3,1,24960,1,14.64,14.71,1,12041,1
11617619,14000,36,1,3,115000,1,6.62,25.77,1,253560,0
11728479,30000,36,4,3,80000,1,18.25,23.94,1,54160,0
7691382,5500,36,4,2,23904,1,20.20,11.55,1,7450,0
23603184,30000,36,1,3,78100,1,7.12,7.02,1,221136,0
70276930,9000,36,3,2,35000,0,12.59,36.21,1,30229,0
13917609,12000,60,4,2,42000,1,18.92,27.86,1,38643,0
4068212,7200,36,3,3,35000,0,15.80,10.05,1,122662,0
67199589,12000,36,1,3,1.00E+05,0,8.18,8.18,1,317813,0
50377011,5300,36,1,3,60000,1,6.92,16.96,1,125343,0
11097315,25800,36,1,2,103503,1,7.62,20.06,1,79272,1
30755518,4000,36,1,1,38000,0,10.99,33.80,1,40103,0
50558904,17500,36,3,3,50000,1,13.99,6.41,1,9397,0
50347297,6000,36,1,2,40000,0,10.99,1.02,1,38,1
59664649,5200,36,4,3,35000,1,17.57,25.69,1,166435,0
15910141,6150,36,6,3,44000,1,25.57,20.35,1,143073,0
70069013,9600,36,1,3,120000,1,10.99,16.11,1,344131,0
875506,2000,36,1,2,44000,1,7.29,6.00,1,,1
981268,3000,36,1,3,93000,0,8.49,8.04,1,,1
50539328,15000,60,5,2,52000,1,18.25,21.92,1,19862,0
15139931,6600,36,1,2,15000,1,12.99,11.36,1,6184,1
25215636,5000,36,1,3,41000,0,6.03,8.49,1,109470,0
23363211,35000,60,4,3,110000,1,17.57,17.28,1,258526,0
31737112,5000,36,1,3,82000,0,10.99,29.65,1,58168,0
63058149,15000,60,1,2,36800,1,10.99,20.68,1,145007,0
650180,10000,36,1,2,60132,0,10.62,22.07,1,,1
53986382,16000,60,1,3,75000,1,8.18,29.79,1,170013,0
6488959,35000,60,5,3,93000,1,21.00,13.92,1,290661,0
9402117,8750,36,1,3,46000,1,9.25,21.68,1,154785,1
64575915,5000,36,1,2,55000,1,10.99,24.92,1,30158,0
73313934,23200,60,3,2,85000,0,13.44,19.75,1,67150,0
12086852,11400,36,3,2,52000,1,14.47,9.83,1,11256,0
1986773,25000,36,3,1,235000,1,15.80,3.73,1,21642,1
47601198,25000,60,1,3,93300,1,9.99,8.84,1,378192,0
8216880,9950,36,1,3,30000,1,9.71,27.04,1,123269,1
59902350,8150,36,4,2,24000,1,17.57,20.85,1,8097,0
23874075,6000,36,3,2,52000,0,13.98,11.93,1,22992,0
12637067,16000,60,3,3,90000,1,14.98,13.36,1,124373,0
70780902,7000,36,1,3,50000,1,9.17,6.94,1,9020,0
43897624,33300,36,5,3,1.00E+05,1,20.49,10.23,1,202559,0
34781821,20000,36,1,3,75000,1,9.17,17.42,1,44138,0
8997938,22800,60,3,2,51943.5,1,17.10,20.63,1,19686,0
66534369,4200,36,4,3,50000,1,16.99,27.53,1,218349,0
23012835,1000,36,3,3,45000,1,14.49,24.77,1,110631,0
45331745,15600,36,1,2,70840,1,9.17,7.39,1,12743,0
7317884,8000,36,3,3,29760,0,13.68,5.24,1,5197,0
66412957,25000,36,1,2,105000,0,6.24,23.39,1,615687,0
22661305,18000,36,3,3,97000,1,12.99,12.54,1,265779,1
35032086,12000,36,1,2,72000,0,10.15,22.05,1,64927,0
66302763,32000,60,4,3,72000,1,16.99,34.25,1,171088,0
64688122,28000,60,1,3,132000,0,9.99,20.95,1,343980,0
41431145,3725,36,4,2,45000,1,17.86,7.00,1,9326,0
3017211,8000,36,3,3,55600,0,14.33,20.78,1,201079,1
35854504,10000,36,4,2,76000,0,16.99,4.83,1,6405,0
5308474,2000,36,3,2,46000,0,17.27,8.19,1,33801,1
53642500,21000,60,4,3,55000,1,15.61,24.18,1,161752,0
67861843,20000,60,3,2,58500,0,13.99,27.37,1,35748,0
43540542,15000,36,1,2,57000,0,6.92,19.66,1,77766,0
67761391,16000,60,4,3,72000,1,16.55,26.35,1,207066,0
18425605,16475,60,4,2,46000,1,17.57,27.81,1,69270,0
70407242,15400,60,7,2,35000,1,27.31,26.74,1,33540,0
40554531,28000,36,1,2,145000,1,8.19,17.61,1,187643,0
11626820,12000,60,3,2,82000,1,15.61,33.00,1,95559,0
36184717,7575,36,5,2,29717.28,1,19.99,37.96,1,63577,0
893319,10000,36,1,3,40704,1,9.63,8.96,1,,1
6447767,12000,36,1,2,65000,0,10.16,7.96,1,17499,1
72148330,12000,36,3,2,35000,1,11.99,32.96,1,39201,0
58075301,29475,60,3,3,115000,1,14.65,13.77,1,279008,0
49853678,29700,60,3,1,62000,1,13.99,15.04,1,53924,0
65416891,2400,36,4,2,60000,1,17.86,33.37,1,51982,0
18354521,11100,36,5,2,37000,1,22.15,31.17,1,32821,0
811546,12000,60,3,3,68004,0,13.72,19.55,1,,1
43215122,5200,36,1,2,71000,1,9.49,13.61,1,20287,0
24556143,15000,60,5,1,75000,1,18.99,22.90,1,64238,0
26416725,20000,36,1,3,70000,1,6.49,10.77,1,132776,0
16630495,10000,36,3,2,44000,1,13.65,22.80,1,37921,0
25646214,20000,60,3,3,95000,1,14.99,18.72,1,78681,0
704428,16000,60,3,3,52000,1,13.23,10.94,1,,1
51857736,8025,36,4,3,68000,0,15.61,21.62,1,175042,0
69323352,15000,36,1,3,45000,1,7.89,30.64,1,138989,0
15559638,10000,60,3,3,48000,0,15.31,18.13,1,85020,1
8074293,10000,36,1,3,133200,0,9.71,22.43,1,407421,0
58669382,5500,36,1,3,36000,1,8.18,19.80,1,40701,0
61945022,6000,36,3,3,37000,1,12.29,15.15,1,13751,0
6345088,12300,36,1,3,35905,1,10.16,9.79,1,131583,1
68358601,12000,36,1,3,70000,0,9.17,36.55,1,47807,0
65657626,15000,36,1,3,65000,1,6.24,26.27,1,39516,0
67546066,5000,36,5,3,61000,1,18.25,19.23,1,110237,0
49312557,18000,36,1,3,58000,0,8.18,13.63,1,192455,0
59681724,10500,60,1,2,21000,0,10.99,20.80,1,13459,0
9043194,9000,36,1,2,65000,1,11.99,5.89,1,16650,1
60909491,16000,60,5,2,60000,1,18.25,5.64,1,7754,0
37847995,25000,36,4,3,84000,1,15.59,20.97,1,106944,0
67500499,15000,60,3,1,72000,1,14.65,30.58,1,244119,0
30033678,10000,36,1,2,98000,1,12.49,13.41,1,43941,0
777835,3600,36,1,3,50400,0,8.88,12.88,1,,1
59600121,20000,36,1,3,120000,1,10.99,14.82,1,228419,0
43275326,14000,36,3,2,36000,0,14.31,27.43,1,27325,0
51853464,5000,36,1,3,160000,1,10.99,6.90,1,208226,0
14939032,35000,36,1,3,2.00E+05,1,8.90,14.52,1,269234,0
73306133,2150,36,4,1,18300,1,17.27,11.74,1,32831,0
60173833,14750,60,6,3,41000,1,21.99,30.53,1,1.00E+05,0
49353398,25000,60,3,3,82000,1,12.69,18.54,1,256938,0
64232822,7000,36,3,2,42000,1,12.69,23.34,1,146540,0
821006,20000,36,1,2,75000,1,8.88,14.29,1,,1
52576435,6400,36,3,1,86000,1,13.33,18.69,1,52415,0
835556,12000,36,3,2,65400,1,13.06,17.71,1,,1
15098009,18000,60,6,3,90000,1,23.43,14.69,1,166161,0
15339388,20000,36,1,2,57346,1,10.99,19.46,1,39761,0
64577229,4000,36,5,2,40000,1,18.25,19.29,1,21506,0
58763288,10500,36,3,2,42000,1,12.29,20.66,1,54883,0
1667939,18000,36,4,2,84855,1,19.05,27.60,1,,0
13206922,16000,60,5,3,172000,1,22.40,19.65,1,100379,0
59611606,12000,36,1,2,52000,1,10.99,26.59,1,83871,0
5801264,5375,36,1,2,33486,0,12.12,4.89,1,5346,1
67797937,11000,36,1,3,55000,1,7.26,31.18,1,110255,0
62725198,6225,36,1,3,43000,0,7.26,14.74,1,84149,0
8497190,20375,60,1,3,81000,1,12.35,17.15,1,150711,0
64834745,20000,36,1,1,80000,1,11.53,14.06,1,26558,0
65560514,14400,36,1,3,85000,1,8.18,2.37,1,6735,0
10840263,10000,36,1,3,43000,1,11.99,5.58,1,92344,1
71161550,35000,36,3,3,120000,0,13.18,16.18,1,262707,0
6069332,20000,36,1,3,1.00E+05,1,7.90,10.24,1,408136,1
49863518,11000,36,1,3,50000,0,5.93,7.20,1,135040,0
2429228,6400,36,1,3,64000,0,7.90,19.03,1,194001,1
9656976,10000,60,4,2,43000,1,20.20,13.67,1,19079,0
72248919,25200,36,1,3,84000,1,11.22,27.16,1,206447,0
3962083,12875,36,1,3,48000,1,12.12,28.90,1,123367,1
8320644,20000,60,6,2,71000,1,24.89,14.54,1,14837,1
58772839,24200,60,3,3,55000,0,12.29,13.77,1,132343,0
14399873,5000,36,3,3,45000,1,14.64,18.66,1,305229,1
37157366,21000,60,3,3,70000,1,14.31,12.88,1,38040,0
49464909,16000,36,1,2,48000,0,8.18,15.63,1,16979,0
39232811,9000,36,1,3,110000,0,10.49,8.83,1,106377,0
24745046,15000,60,5,3,56000,1,19.52,24.84,1,141030,0
49940908,20000,60,3,2,52000,1,13.99,9.51,1,12768,1
1361495,6000,36,1,2,57000,1,10.65,20.28,1,,1
42492839,4200,36,1,1,50000,0,10.49,16.97,1,358737,0
21188503,22500,60,4,3,123000,1,15.61,11.51,1,958527,0
5474480,8500,36,3,2,53000,0,15.10,19.09,1,30056,1
62694986,31500,36,3,2,90000,1,12.29,23.81,1,46382,0
59389042,2000,36,3,2,25000,0,13.33,24.77,1,5416,0
28581268,10000,60,1,3,75000,1,11.67,17.98,1,214524,0
10428166,12000,36,1,3,55000,1,7.62,16.42,1,168189,0
32218284,14500,60,1,3,141000,1,12.49,6.53,1,436371,1
70417571,6000,36,5,2,40000,1,18.99,11.06,1,8233,0
22692230,10000,60,4,3,35500,1,18.24,25.49,1,103440,0
61616553,35000,36,4,3,119050,1,15.61,27.72,1,204575,0
53986332,8000,36,1,3,90000,1,9.99,18.96,1,178528,0
12618965,15000,36,1,3,35000,1,6.62,18.24,1,22591,0
17342056,14000,36,1,3,55000,1,12.99,15.36,1,176281,0
54846203,8025,36,5,2,37000,1,19.19,32.73,1,49895,0
45270627,10000,36,3,2,41000,0,12.69,10.46,1,14330,0
64845165,24000,60,3,2,150000,0,12.29,14.16,1,63143,0
50740243,24000,60,1,1,114000,1,9.99,23.33,1,207372,0
45821140,10000,60,5,2,76000,1,18.84,11.27,1,30865,0
63435361,20400,60,1,3,78500,0,7.89,23.61,1,243224,0
58943128,2000,36,4,3,29000,0,16.99,28.77,1,71750,0
15510477,12000,60,4,3,240000,1,16.59,18.02,1,674222,0
22099891,4000,36,4,2,85000,0,16.29,20.15,1,46089,0
70679438,35000,60,6,1,1.00E+05,1,22.99,21.55,1,68196,0
15118881,6900,36,1,3,40000,1,9.67,4.35,1,111426,0
7926906,3000,36,3,3,52000,1,15.22,19.38,1,226548,1
12517047,12000,60,3,1,120000,1,15.61,18.39,1,276763,0
352688,4000,36,4,2,22200,1,12.61,23.02,1,,1
42273790,24000,60,1,3,245000,1,8.67,10.10,1,630539,0
67039453,15000,60,5,1,42000,1,18.55,36.34,1,200325,0
811548,5000,60,4,2,19760,1,15.57,12.15,1,,1
63673167,10000,36,1,2,39000,1,11.53,21.84,1,22281,0
25756229,20000,36,1,1,110000,1,7.69,15.65,1,263654,0
1436025,5600,36,1,2,47000,0,7.62,20.71,1,,1
11973454,35000,36,3,3,135024,1,15.61,13.05,1,542565,0
55136086,10500,36,1,2,57500,1,11.53,10.25,1,10382,0
1872166,20000,36,3,2,130000,1,14.33,11.61,1,59606,1
41279488,8575,36,5,2,43000,1,18.54,26.35,1,94167,0
1361725,10000,36,1,2,22000,0,6.62,19.15,1,,1
44757279,24125,60,5,2,55000,1,19.52,24.07,1,62585,0
67780050,20800,36,3,2,190000,0,12.29,15.35,1,100887,0
1187564,14500,60,4,1,27600,1,17.27,16.26,1,,1
67528058,5000,36,3,2,37530,1,12.29,18.23,1,20000,0
24645147,5000,36,1,3,72500,1,10.99,1.72,1,3125,0
23024177,12000,36,4,1,98000,1,17.57,21.26,1,53331,1
35142644,10000,36,1,3,58000,1,7.49,11.84,1,135469,0
1692208,24925,60,5,3,63450,1,20.49,28.50,1,,1
19345664,12650,36,1,2,118500,0,8.39,14.04,1,81705,0
12509043,18400,36,1,3,70000,0,7.90,15.82,1,209268,0
61029989,12000,36,1,3,67000,1,9.99,20.60,1,184983,0
43388354,25000,60,4,3,121000,1,15.99,13.26,1,81409,0
35855057,5600,36,1,2,42000,0,11.67,25.00,1,23391,1
6426787,6000,36,4,2,75000,1,18.75,10.53,1,20160,0
62735408,10500,36,1,1,70000,1,7.89,23.98,1,30020,0
70409023,3500,36,1,3,65000,0,9.99,7.31,1,430687,0
31146398,16875,60,6,3,50000,1,24.50,20.91,1,23646,1
31196014,8000,36,1,2,43000,1,11.67,23.67,1,40613,1
42242934,8000,36,3,1,35000,0,12.39,9.02,1,13024,0
56428075,5600,36,1,1,49100,1,8.18,4.51,1,204668,0
656829,8000,36,3,2,64000,0,14.22,6.96,1,,1
70640361,9600,36,1,2,52000,1,9.76,21.37,1,16398,0
2827562,28000,36,3,3,70000,1,14.33,5.64,1,136966,1
51290650,5000,36,1,3,19000,0,8.18,14.34,1,102783,0
68620566,15000,60,3,2,40000,1,13.67,20.35,1,29957,0
60274448,15000,60,3,3,52000,1,13.99,7.55,1,159206,0
1773417,7200,36,1,2,50000,0,12.12,29.38,1,75237,1
5464204,4000,36,3,2,40000,1,17.27,16.44,1,14812,0
19315768,22750,36,1,2,4.00E+05,1,6.03,13.99,1,142142,0
57954243,17000,60,1,2,50000,0,9.17,29.33,1,111493,0
54656215,15000,36,1,3,65000,1,5.32,23.32,1,156869,0
1010928,12000,36,1,1,112000,0,5.42,4.61,1,,1
66165522,15000,36,1,3,140000,0,6.24,7.89,1,417275,0
42732806,35000,60,4,3,85000,1,16.49,27.65,1,291970,0
4220121,25225,60,5,2,56914,1,21.49,26.04,1,52265,1
64915124,12000,60,5,3,30000,1,18.25,15.32,1,44834,0
20127255,10000,36,1,2,60000,1,10.15,2.06,1,3236,0
1077028,6625,36,1,2,24000,1,6.03,29.21,1,,0
68288311,26600,60,1,3,70000,0,10.99,14.14,1,97744,0
11977921,19000,36,5,3,82700,1,20.50,16.25,1,388785,1
43807133,18000,36,1,2,55000,0,7.89,21.41,1,66723,0
56065919,15200,60,5,2,50000,1,19.19,19.20,1,33138,0
8763227,21200,36,1,3,60000,1,7.62,17.86,1,232760,1
53961227,6000,36,3,3,36565,1,12.29,20.94,1,185485,0
13668077,35000,36,3,2,150000,1,13.65,20.76,1,58663,0
58499477,6000,36,3,3,60000,1,13.99,15.88,1,274741,0
51702855,18000,36,1,2,66600,1,7.89,11.91,1,25112,0
35113457,5375,36,4,3,75000,1,17.86,15.88,1,34152,1
61416669,25000,36,1,1,50000,0,6.89,24.80,1,56782,0
15119253,25000,60,3,3,82000,1,15.31,16.42,1,521659,0
35123525,9000,36,1,2,115000,0,8.39,15.42,1,77206,0
45077884,24000,36,3,3,110000,1,12.29,24.19,1,296588,0
1029760,12000,60,5,3,160000,0,17.99,8.80,1,,1
37386771,3500,36,1,3,105000,0,7.49,9.51,1,200825,0
14848419,6625,36,3,3,70000,0,15.61,15.96,1,22916,0
49714063,35000,36,4,3,92300,1,17.57,17.24,1,92356,0
49850853,8000,36,4,2,40000,1,17.57,25.74,1,24076,0
59612871,5000,36,1,3,40000,1,9.99,29.49,1,171738,0
37707988,10000,36,1,3,42000,1,11.99,15.43,1,20595,0
49312159,8000,36,3,1,33912,1,13.99,27.14,1,140178,0
21298847,12000,60,3,2,34000,1,14.99,11.22,1,8249,0
953404,25000,60,5,2,49992,1,18.79,18.22,1,,0
12450354,19000,60,4,3,84000,1,17.57,7.86,1,115557,1
19125190,24000,36,3,2,120000,1,13.35,9.39,1,28318,0
6330321,15000,36,1,2,52000,1,11.14,27.97,1,62388,0
50508845,5000,36,3,2,28000,1,12.29,20.70,1,9593,0
70308366,10000,36,1,2,37000,1,9.17,27.21,1,35204,0
65587997,14275,36,4,2,42000,1,16.99,14.31,1,15517,0
3728488,14400,36,3,3,58000,1,14.33,19.12,1,146929,1
12567238,3500,36,1,2,45000,0,13.53,23.97,1,31413,1
68458253,15000,36,1,1,58000,1,9.17,28.39,1,262518,0
11046784,8000,36,1,2,52000,0,12.85,7.69,1,11409,0
22360509,4000,36,3,2,30000,0,13.35,12.44,1,32491,0
17672737,25000,60,3,3,106000,0,14.64,18.83,1,217658,0
69909214,20000,60,3,3,55820,0,13.67,22.79,1,117882,0
22911693,10000,36,1,2,52000,1,10.15,14.89,1,28785,0
53984890,25000,36,1,2,390000,1,7.89,5.75,1,101077,0
822723,3225,36,1,3,78000,0,5.79,5.60,1,,1
10387544,15000,36,1,3,90000,1,10.99,21.04,1,342253,0
1318700,28000,60,1,3,170004,1,10.65,6.18,1,,1
51462075,30000,60,3,2,115000,1,12.69,1.01,1,1063,0
32267776,8000,36,3,2,34000,0,12.99,16.03,1,15948,0
67698390,6275,36,4,3,58000,1,17.86,4.22,1,296698,0
48732012,15000,60,3,3,40000,0,12.29,18.24,1,137366,0
57789390,15000,60,3,2,50000,1,13.33,29.96,1,41719,0
31137542,20000,36,1,1,75000,1,7.69,22.51,1,224308,1
64862550,16875,60,5,3,38400,0,19.19,25.53,1,126434,0
59187231,8400,36,1,2,54590,0,9.99,10.16,1,20499,0
42466086,20950,60,3,3,127000,1,14.99,13.45,1,1080043,1
11700193,10000,36,1,3,60000,1,10.99,22.74,1,188389,1
36034613,18000,36,1,2,75000,1,7.49,15.12,1,30500,0
24586218,8000,36,3,2,24000,1,13.35,25.20,1,50247,0
50337331,10000,36,1,3,118500,1,9.99,15.41,1,247125,0
43866562,12000,60,4,3,139444,0,15.61,15.44,1,374297,1
6698185,13650,36,1,3,58647,0,11.14,7.73,1,12920,1
47476928,16000,60,3,3,49000,1,12.29,11.17,1,73767,1
5820945,7000,36,3,3,89000,0,15.31,10.46,1,346309,0
984955,12000,36,3,2,60000,0,13.84,22.92,1,,1
49372838,18000,60,3,2,48700,1,13.99,16.36,1,25873,0
49262049,5150,36,3,3,42000,1,12.69,24.11,1,95111,0
41373350,20000,36,3,3,96635,1,12.39,20.37,1,244817,0
782385,10000,36,7,3,108000,1,21.14,16.33,1,,0
1089855,4000,36,1,3,34000,1,7.49,10.98,1,,1
45911284,2000,36,1,2,26500,1,7.89,23.19,1,15049,0
13327262,7500,36,1,3,65000,0,9.67,4.47,1,148100,1
48393187,6000,36,1,3,70000,0,5.93,12.89,1,151948,0
55376060,2975,36,5,2,60000,1,18.25,34.92,1,39018,0
18053179,7500,36,3,2,165000,1,13.35,6.33,1,200853,0
13608286,25000,60,4,3,150000,1,19.97,14.69,1,328987,0
43925780,23950,36,1,3,58000,1,6.39,27.67,1,233854,0
70060309,30000,36,1,3,120000,1,7.89,11.85,1,477666,0
40492927,24000,60,3,1,97000,1,14.31,12.50,1,261998,0
22460808,20000,60,5,1,60000,1,20.20,9.56,1,10648,0
14458752,18000,36,1,3,97000,1,11.99,23.33,1,260285,0
14980525,7575,36,4,3,33000,0,16.59,20.91,1,15557,0
33599253,14000,60,4,3,45000,1,15.61,19.71,1,90566,0
64607895,5000,36,1,2,13752,1,8.18,19.02,1,4301,0
12017233,9750,36,3,2,23164,1,14.98,16.06,1,13156,0
58722900,5600,36,1,3,93000,1,7.89,26.00,1,324773,0
71159320,30000,36,1,1,113497,1,7.89,31.33,1,261763,0
59760372,35000,60,4,1,80000,1,17.57,12.94,1,37739,0
51270011,25000,36,1,3,72900,1,11.53,21.56,1,206538,0
17362643,4600,36,1,2,25000,0,9.67,12.53,1,4966,0
9007460,28625,60,5,2,110000,1,21.00,5.38,1,13223,0
10802621,12000,36,3,1,48000,0,14.30,19.00,1,27571,0
55026010,20150,36,5,2,70000,1,18.25,28.10,1,58875,0
5797861,8000,36,4,2,41000,0,18.75,8.87,1,9934,0
1808638,11500,36,3,2,55000,0,16.29,16.83,1,120659,1
5777820,27450,36,5,3,62400,1,21.67,19.27,1,51573,0
510883,8500,36,1,3,42000,1,10.95,0.43,1,,1
1772277,12000,36,1,3,150000,0,8.90,12.90,1,53438,1
72539837,19200,60,5,2,48000,1,18.20,32.23,1,34929,0
60939446,17200,60,1,2,49753,0,8.18,27.74,1,48141,0
67129196,11225,36,4,2,80000,1,16.55,9.31,1,43881,0
29562999,30000,36,1,3,110000,1,7.12,10.76,1,420142,0
8017348,14400,36,4,2,38400,0,17.76,24.61,1,46105,0
67380226,24000,36,1,1,114000,0,7.89,18.15,1,269068,0
16610848,18500,60,5,2,46200,1,19.99,32.62,1,73115,0
49859847,10000,36,1,2,55000,0,9.99,4.19,1,424956,0
73315758,30000,36,1,3,153996,1,7.91,19.87,1,140619,0
60979006,4200,36,1,1,14000,0,9.17,31.99,1,39600,0
6038182,8000,36,3,2,40000,1,17.27,9.96,1,8634,0
49992737,5000,36,1,2,50000,1,10.99,35.36,1,21805,0
36725260,10975,60,6,2,25000,1,22.99,5.14,1,8957,0
7221364,9000,36,1,2,48000,1,13.11,17.65,1,39946,0
66443388,30000,36,1,2,85000,1,11.53,20.24,1,64642,0
69605775,7325,36,3,2,68900,1,13.67,23.22,1,97196,0
52385195,12000,60,3,3,76700,1,14.65,19.36,1,354524,0
41411380,18950,36,4,3,80000,0,17.14,22.79,1,252644,1
10106819,4000,36,3,3,45960,1,15.61,32.27,1,150713,0
54289826,10650,36,3,2,48000,1,13.99,14.05,1,10434,0
3778317,31300,36,3,3,116240,1,14.33,12.28,1,680759,1
49895650,35000,36,1,2,120000,1,9.99,19.09,1,90278,0
31116923,20000,36,1,3,135000,1,7.69,14.21,1,148030,0
15129892,12800,36,1,3,82000,1,6.62,20.17,1,165596,0
44225230,15000,60,1,3,65000,1,11.53,30.71,1,73998,0
53864837,3925,36,4,3,40000,0,16.55,35.13,1,191414,0
22322880,28000,36,5,1,110000,1,18.99,11.61,1,44468,1
11638498,5000,36,4,3,56000,0,16.99,17.10,1,141573,1
69403869,26800,60,5,3,114000,1,18.49,14.67,1,141963,0
62129112,33600,60,3,2,330000,1,14.65,15.09,1,213465,0
35825065,12000,60,1,3,95600,1,10.99,13.82,1,361178,0
41328937,35000,36,4,3,90000,1,17.14,15.25,1,47233,0
51995704,9000,36,3,2,75000,1,12.29,16.34,1,41750,1
1613098,10000,36,3,2,32000,0,15.81,12.38,1,,0
12028836,24925,36,4,3,56000,1,17.57,29.66,1,157051,0
64992876,16000,36,1,1,1.00E+05,1,6.24,2.22,1,402620,0
59053242,13800,60,4,2,38400,1,17.86,31.59,1,38249,0
14638308,10000,36,3,3,70000,1,14.64,28.60,1,109664,0
18504877,13000,60,3,3,245000,0,14.49,8.64,1,470984,0
8091064,21850,60,1,3,48568,1,9.71,24.19,1,110668,0
612913,2500,36,1,2,69000,0,7.14,0.20,1,,1
1674251,14400,60,3,1,154800,1,14.30,21.19,1,244878,1
2347006,7000,36,1,3,61000,1,12.99,28.64,1,168552,0
15479893,20000,36,1,3,290000,1,8.90,7.61,1,825092,0
55378283,3500,36,4,3,55000,1,17.57,26.18,1,149993,0
3870639,14675,36,1,3,1.00E+05,1,12.12,9.54,1,214690,1
38861283,9600,36,3,3,45000,1,12.99,22.64,1,151257,0
41318961,14000,60,1,3,35700,0,11.44,15.83,1,92527,0
65458380,7275,36,1,1,30000,1,9.17,14.84,1,9558,0
69687847,18000,60,5,1,75000,1,18.20,30.29,1,80827,0
36034519,5350,36,3,2,31741,1,13.35,27.20,1,44055,0
57125845,12250,36,1,2,65000,1,9.17,15.34,1,31047,0
17383288,2000,36,1,3,125000,0,12.99,21.31,1,204122,0
21177643,19200,36,1,3,117000,0,12.49,7.47,1,103085,1
1816388,15550,36,3,1,150000,0,15.80,9.60,1,259590,1
33909905,35000,36,3,2,79492,1,14.99,26.74,1,84732,0
5317515,30000,60,3,3,110000,1,16.29,11.11,1,328523,1
50529054,10500,36,1,3,120000,0,8.18,18.91,1,758717,0
15369827,20000,36,1,3,51000,1,11.99,12.09,1,149267,0
34381211,12000,60,3,3,80000,0,13.35,9.59,1,238040,1
1262514,10000,36,1,2,75000,1,7.51,26.34,1,,1
60667235,5000,36,1,3,70000,0,7.26,10.46,1,244693,0
67626130,7000,36,1,3,65000,1,10.99,29.56,1,73881,0
47437543,15000,36,4,2,45000,1,16.99,27.79,1,67297,0
1601134,12000,36,1,2,45000,1,10.74,32.35,1,,1
65607327,18000,36,1,2,72000,1,9.99,14.08,1,27410,0
3860702,12000,36,4,1,99800,1,18.49,14.61,1,175774,1
15040546,16000,60,3,2,60000,1,15.61,21.08,1,32126,0
55267116,11000,36,1,1,57000,0,8.18,15.52,1,14606,0
1763850,35000,60,3,3,110000,1,16.78,18.23,1,501255,0
71330626,9150,36,5,2,48000,1,18.20,28.97,1,13224,0
64771038,13900,60,4,2,31644,1,17.86,29.84,1,32093,0
70580152,35000,60,4,3,85000,1,16.99,18.55,1,397918,0
14427564,8000,36,1,2,50279,0,7.90,9.38,1,127419,0
26577812,10000,36,3,2,60000,0,13.98,26.99,1,49880,0
32227246,15000,60,3,3,80000,1,14.99,33.64,1,133532,0
6687151,14500,36,4,2,60000,1,19.52,23.00,1,126813,0
5778920,19600,36,1,2,129000,1,13.11,23.69,1,90706,0
58870068,10000,36,3,1,90000,1,12.29,28.13,1,106202,0
1837329,13000,36,1,2,41000,1,6.03,4.60,1,8894,0
64322146,7000,36,4,3,37440,1,17.57,12.63,1,165730,0
53804852,8000,36,1,1,25000,0,6.24,26.45,1,30281,0
48003479,18000,36,1,3,115000,0,10.99,8.86,1,161682,0
61271012,20600,60,5,3,108000,1,18.25,35.98,1,373291,0
49283319,25000,60,1,3,185000,1,10.99,24.16,1,484111,0
54396114,18625,60,3,1,92000,1,12.29,8.77,1,214262,0
38820202,28000,60,1,3,110000,1,11.99,8.72,1,364924,0
944480,20000,36,1,3,100970,1,11.99,3.55,1,,0
70457387,4000,36,1,2,28800,0,9.17,26.38,1,29201,0
8447027,24000,36,3,2,67300,1,14.33,21.45,1,56962,0
67839395,12500,36,1,3,76000,1,8.18,17.23,1,307116,0
4226448,7300,36,1,2,88000,0,6.03,12.59,1,47774,1
56561216,30000,60,6,3,75000,1,21.99,36.69,1,308718,0
59104966,4550,36,5,2,12000,1,19.99,21.30,1,16118,0
7737233,15000,36,1,3,62800,1,6.03,7.36,1,197487,1
47103236,1200,36,1,3,90000,0,8.18,17.85,1,394719,0
46818044,16000,60,3,2,45000,1,12.69,24.16,1,27230,0
61476500,25000,36,1,3,55000,1,11.53,15.14,1,230304,0
6798412,15000,36,1,3,75000,1,11.14,22.96,1,167878,0
